NS,ND,NF,Entropy,LA,LD,LT,Fix,NDEV,AGE,NUC,EXP,REXP,SEXP,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc,bug,commit_date
1,1,1,0.0,0,0,18,0,3,1.0,1,169,158.90854939211275,172,1447,2,4,0,4,6,6,18,0,0,1,6,4,4,0,0,0,0,0,4,4,0,1,0,0,0,13,1,0,False,0,2012-12-11 17:48:53+01:00
1,1,1,0.0,0,0,3,0,3,1.0,1,169,158.90854939211275,172,1337,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,False,0,2012-12-11 17:48:53+01:00
1,1,1,0.0,0,0,3,0,3,1.0,1,169,158.90854939211275,172,1509,2,2,1,1,1,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,False,0,2012-12-11 17:48:53+01:00
1,1,1,0.0,0,0,7,0,3,1.0,1,169,158.90854939211275,172,1101,2,1,1,0,3,6,7,0,0,1,6,0,0,0,1,0,0,0,0,0,0,2,0,0,0,9,2,0,False,0,2012-12-11 17:48:53+01:00
1,1,1,0.0,0,0,6,0,3,1.0,1,169,158.90854939211275,172,1145,4,1,1,0,1,6,6,0,1,1,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12,1,0,False,0,2012-12-11 17:48:53+01:00
1,1,1,0.0,0,0,5,0,3,1.0,1,169,158.90854939211275,172,209,2,2,0,2,1,2,5,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,10,9,0,False,0,2012-12-11 17:48:53+01:00
1,1,1,0.0,0,0,3,0,3,1.0,1,169,158.90854939211275,172,845,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,False,0,2012-12-11 17:48:53+01:00
1,1,1,0.0,0,0,3,0,3,1.0,1,169,158.90854939211275,172,835,0,0,0,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,False,0,2012-12-11 17:48:53+01:00
1,1,1,0.0,0,0,3,0,3,1.0,1,169,158.90854939211275,172,1327,2,1,0,1,1,2,3,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,False,1,2012-12-11 17:48:53+01:00
1,1,1,0.0,0,0,6,0,3,1.0,1,169,158.90854939211275,172,1349,1,0,0,0,2,2,6,0,0,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,9,1,0,False,0,2012-12-11 17:48:53+01:00
1,1,1,0.0,0,0,3,0,3,1.0,1,169,158.90854939211275,172,1583,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,False,0,2012-12-11 17:48:53+01:00
1,1,1,0.0,9,0,105,0,3,1.0,1,169,158.90854939211275,172,239,14,1,0,1,19,34,114,2,7,3,34,1,2,0,8,0,3,3,2,18,0,2,5,0,0,67,1,0,False,1,2012-12-11 17:48:53+01:00
1,1,1,0.0,0,0,41,0,3,1.0,1,169,158.90854939211275,172,1199,7,1,1,0,10,14,41,1,1,4,14,0,0,0,1,0,3,0,1,7,7,2,0,0,0,11,9,0,False,1,2012-12-11 17:48:53+01:00
1,1,1,0.0,0,0,6,0,3,1.0,1,169,158.90854939211275,172,1429,1,1,1,0,1,4,6,1,1,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,0,False,0,2012-12-11 17:48:53+01:00
1,1,1,0.0,0,0,3,0,3,1.0,1,169,158.90854939211275,172,415,2,3,0,3,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,0,2012-12-11 17:48:53+01:00
1,1,1,0.0,0,0,3,0,3,1.0,1,169,158.90854939211275,172,313,2,3,0,3,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,0,2012-12-11 17:48:53+01:00
1,1,1,0.0,0,0,3,0,3,1.0,1,169,158.90854939211275,172,925,1,0,0,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,0,2012-12-11 17:48:53+01:00
1,38,62,3.764015914975564,8,4,0,0,3,6.483870967741935,28,364,267.3593162418992,345,161,2,1,1,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,False,0,2013-06-14 11:53:44+01:00
1,38,62,3.764015914975564,2,1,3,0,3,6.483870967741935,28,364,267.3593162418992,345,111,2,1,1,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,False,0,2013-06-14 11:53:44+01:00
1,38,62,3.764015914975564,0,0,9,0,3,6.483870967741935,28,364,267.3593162418992,345,125,0,0,0,0,1,3,9,1,1,0,3,0,0,0,0,0,0,3,1,1,0,0,0,0,0,6,1,0,False,0,2013-06-14 11:53:44+01:00
1,38,62,3.764015914975564,6,3,5,0,3,6.483870967741935,28,364,267.3593162418992,345,215,2,1,0,1,2,1,8,1,0,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,10,9,0,False,0,2013-06-14 11:53:44+01:00
1,38,62,3.764015914975564,11,8,17,0,3,6.483870967741935,28,364,267.3593162418992,345,673,1,2,2,0,5,6,20,1,5,0,6,0,0,3,0,0,0,0,3,6,0,3,0,0,0,14,2,0,False,0,2013-06-14 11:53:44+01:00
1,38,62,3.764015914975564,17,11,20,0,3,6.483870967741935,28,364,267.3593162418992,345,365,3,0,0,0,8,10,26,1,7,1,10,0,0,3,3,0,0,0,4,7,0,6,0,0,0,28,1,0,True,0,2013-06-14 11:53:44+01:00
1,38,62,3.764015914975564,59,31,47,0,3,6.483870967741935,28,364,267.3593162418992,345,449,4,2,1,1,20,17,75,2,13,1,17,0,0,2,4,0,2,14,4,20,5,6,0,0,0,71,1,0,True,0,2013-06-14 11:53:44+01:00
1,38,62,3.764015914975564,10,5,15,0,3,6.483870967741935,28,364,267.3593162418992,345,297,3,1,0,1,4,8,20,0,5,2,8,0,0,1,2,0,0,0,3,7,0,3,0,0,0,30,1,0,True,0,2013-06-14 11:53:44+01:00
1,38,62,3.764015914975564,4,2,3,0,3,6.483870967741935,28,364,267.3593162418992,345,657,2,2,0,2,2,2,5,0,0,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,23,1,0,True,0,2013-06-14 11:53:44+01:00
1,38,62,3.764015914975564,8,4,11,0,3,6.483870967741935,28,364,267.3593162418992,345,239,2,1,1,0,1,1,15,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,14,2,0,False,0,2013-06-14 11:53:44+01:00
1,38,62,3.764015914975564,0,0,9,0,3,6.483870967741935,28,364,267.3593162418992,345,253,2,1,0,1,2,2,9,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,False,0,2013-06-14 11:53:44+01:00
2,5,9,2.3063466801112424,0,0,5,0,3,13.444444444444445,9,236,198.7095617453611,236,659,2,1,1,0,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,False,0,2013-02-21 00:26:33+01:00
2,5,9,2.3063466801112424,0,0,53,0,3,13.444444444444445,9,236,198.7095617453611,236,397,5,1,1,0,11,16,53,1,2,3,16,0,0,0,0,0,0,1,7,5,1,2,0,0,0,21,10,0,False,1,2013-02-21 00:26:33+01:00
2,5,9,2.3063466801112424,1,1,3,0,3,13.444444444444445,9,236,198.7095617453611,236,165,1,1,0,1,1,1,3,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,False,1,2013-02-21 00:26:33+01:00
2,5,9,2.3063466801112424,1,1,62,0,3,13.444444444444445,9,236,198.7095617453611,236,175,6,2,1,1,16,17,62,2,6,2,17,1,1,0,8,0,1,1,1,13,2,5,0,0,0,42,41,0,False,1,2013-02-21 00:26:33+01:00
2,5,9,2.3063466801112424,0,0,7,0,3,13.444444444444445,9,236,198.7095617453611,236,371,0,0,0,0,4,4,7,0,0,0,4,0,0,0,2,0,0,0,1,1,0,1,0,0,0,9,1,0,False,1,2013-02-21 00:26:33+01:00
2,5,9,2.3063466801112424,0,0,39,0,3,13.444444444444445,9,236,198.7095617453611,236,533,11,1,0,1,4,26,39,0,5,3,26,0,0,0,1,0,1,1,7,13,1,1,0,0,0,38,9,0,False,1,2013-02-21 00:26:33+01:00
2,5,9,2.3063466801112424,0,0,3,0,3,13.444444444444445,9,236,198.7095617453611,236,155,2,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,False,0,2013-02-21 00:26:33+01:00
1,1,1,0.0,0,0,3,0,3,0.0,1,9,8.838013272721655,12,2149,1,0,0,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,3,0,3,0.0,1,9,8.838013272721655,12,2173,1,0,0,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,10,0,3,0.0,1,9,8.838013272721655,12,973,2,5,2,3,4,6,10,1,1,0,6,3,1,0,2,0,0,0,0,1,0,1,0,0,0,13,2,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,14,0,3,0.0,1,9,8.838013272721655,12,1149,1,2,1,1,5,5,14,4,0,1,5,1,1,0,3,0,0,2,0,2,0,2,0,0,0,21,2,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,3,0,3,0.0,1,9,8.838013272721655,12,369,4,0,0,0,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,1,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,5,0,3,0.0,1,9,8.838013272721655,12,1427,0,3,3,0,2,1,5,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,1,0,False,1,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,6,0,3,0.0,1,9,8.838013272721655,12,1255,2,2,1,1,1,6,6,0,1,1,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,4,0,3,0.0,1,9,8.838013272721655,12,1299,2,2,1,1,2,2,4,0,1,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,False,1,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,17,0,3,0.0,1,9,8.838013272721655,12,917,5,4,0,4,4,20,17,1,3,1,20,4,2,0,1,0,1,0,0,4,0,1,0,0,0,31,1,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,7,0,3,0.0,1,9,8.838013272721655,12,1235,3,2,0,2,1,7,7,0,1,1,7,2,1,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,3,0,3,0.0,1,9,8.838013272721655,12,351,0,1,1,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,89,0,3,0.0,1,9,8.838013272721655,12,1735,11,4,0,4,27,20,89,23,1,1,20,4,2,0,4,0,13,2,0,11,0,2,0,0,0,31,1,0,False,1,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,11,0,3,0.0,1,9,8.838013272721655,12,1459,0,0,0,0,3,5,11,3,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,False,1,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,5,0,3,0.0,1,9,8.838013272721655,12,1001,1,3,3,0,1,4,5,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,6,0,3,0.0,1,9,8.838013272721655,12,825,1,0,0,0,1,6,6,0,1,1,6,0,0,0,0,0,0,2,0,1,0,0,0,0,0,8,4,0,False,1,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,7,0,3,0.0,1,9,8.838013272721655,12,1347,4,1,0,1,2,10,7,0,1,1,10,1,1,0,0,0,1,0,0,1,0,1,0,0,0,14,1,0,False,1,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,89,0,3,0.0,1,9,8.838013272721655,12,567,11,8,0,8,33,43,89,1,5,1,43,8,6,0,10,0,6,1,2,11,0,5,0,0,0,49,4,0,False,1,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,5,0,3,0.0,1,9,8.838013272721655,12,1025,1,1,1,0,1,4,5,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,5,0,3,0.0,1,9,8.838013272721655,12,1395,3,3,2,1,1,3,5,0,1,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,10,0,3,0.0,1,9,8.838013272721655,12,1273,3,3,2,1,2,10,10,0,1,2,10,1,1,0,0,0,0,0,0,1,0,1,0,0,0,10,1,0,False,1,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,10,0,3,0.0,1,9,8.838013272721655,12,885,3,1,1,0,4,10,10,0,1,1,10,0,0,1,1,0,0,2,0,1,1,2,0,0,0,9,1,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,36,0,3,0.0,1,9,8.838013272721655,12,1553,6,1,1,0,4,18,36,0,4,0,18,0,0,0,0,1,0,0,2,4,0,2,1,0,0,25,2,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,23,0,3,0.0,1,9,8.838013272721655,12,253,3,5,0,5,4,19,23,0,2,1,19,5,2,0,2,0,0,2,0,4,0,2,0,0,0,41,1,0,True,1,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,4,0,3,0.0,1,9,8.838013272721655,12,2081,0,0,0,0,1,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,5,0,3,0.0,1,9,8.838013272721655,12,2003,1,2,0,2,3,5,5,0,0,0,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,False,1,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,7,0,3,0.0,1,9,8.838013272721655,12,1195,3,3,1,2,1,7,7,0,1,1,7,2,1,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,14,0,3,0.0,1,9,8.838013272721655,12,847,5,4,4,0,1,10,14,0,2,1,10,0,0,0,0,0,2,2,0,2,2,0,1,0,0,36,1,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,7,0,3,0.0,1,9,8.838013272721655,12,1215,2,2,0,2,1,7,7,0,1,1,7,2,1,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,3,0,3,0.0,1,9,8.838013272721655,12,341,0,1,1,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,23,0,3,0.0,1,9,8.838013272721655,12,2129,3,0,0,0,3,7,23,1,1,1,7,0,0,0,0,0,0,0,0,3,0,1,2,0,0,10,4,0,False,1,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,4,0,3,0.0,1,9,8.838013272721655,12,1409,2,2,2,0,1,2,4,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,36,0,3,0.0,1,9,8.838013272721655,12,1039,2,6,2,4,12,13,36,4,1,1,13,4,3,0,0,0,0,0,0,4,0,2,0,0,0,18,2,0,False,1,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,3,0,3,0.0,1,9,8.838013272721655,12,2061,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,3,0,3,0.0,1,9,8.838013272721655,12,2041,1,3,3,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,7,0,3,0.0,1,9,8.838013272721655,12,1311,4,1,0,1,2,10,7,0,1,1,10,1,1,0,0,0,1,0,0,1,0,1,0,0,0,14,1,0,False,1,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,6,0,3,0.0,1,9,8.838013272721655,12,1441,0,2,2,0,4,2,6,1,1,1,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,5,1,0,False,1,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,38,0,3,0.0,1,9,8.838013272721655,12,405,8,3,0,3,14,27,38,2,5,2,27,3,1,1,6,0,0,0,3,10,0,2,0,0,0,34,1,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,6,0,3,0.0,1,9,8.838013272721655,12,1365,1,0,0,0,1,7,6,0,1,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,3,8,0,3,0.0,1,9,8.838013272721655,12,381,1,0,0,0,7,2,5,0,0,3,2,0,0,0,6,0,0,0,0,0,0,3,0,0,0,11,4,0,False,1,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,3,0,3,0.0,1,9,8.838013272721655,12,2031,1,4,4,0,1,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,4,0,3,0.0,1,9,8.838013272721655,12,329,1,1,0,1,1,2,4,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,1,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,3,0,3,0.0,1,9,8.838013272721655,12,1721,0,1,1,0,2,3,3,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,7,0,3,0.0,1,9,8.838013272721655,12,1329,3,0,0,0,2,9,7,0,1,1,9,0,0,0,0,0,1,0,0,1,0,1,0,0,0,12,1,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,6,0,3,0.0,1,9,8.838013272721655,12,1133,2,3,0,3,1,5,6,0,0,1,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,3,0,3,0.0,1,9,8.838013272721655,12,1015,0,1,1,0,2,2,3,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,18,0,3,0.0,1,9,8.838013272721655,12,1661,7,2,0,2,6,7,18,1,1,1,7,2,1,0,0,0,4,0,0,1,1,2,0,0,0,16,1,0,False,1,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,4,0,3,0.0,1,9,8.838013272721655,12,1383,2,2,2,0,1,2,4,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,False,1,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,9,0,3,0.0,1,9,8.838013272721655,12,2093,0,2,2,0,2,2,9,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,2,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,2,0,3,0.0,1,9,8.838013272721655,12,555,2,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,3,0,3,0.0,1,9,8.838013272721655,12,2051,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,4,0,3,0.0,1,9,8.838013272721655,12,1533,0,4,4,0,1,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,3,0,3,0.0,1,9,8.838013272721655,12,2071,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,8,0,3,0.0,1,9,8.838013272721655,12,527,1,1,0,1,3,3,8,0,0,0,3,1,1,0,2,0,0,0,1,1,0,2,0,0,0,8,4,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,13,0,3,0.0,1,9,8.838013272721655,12,1491,0,6,6,0,4,12,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,3,0,3,0.0,1,9,8.838013272721655,12,867,2,1,0,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,False,0,2012-09-24 11:08:16+02:00
1,1,1,0.0,0,0,3,0,3,0.0,1,9,8.838013272721655,12,1587,2,1,0,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,False,0,2012-09-24 11:08:16+02:00
1,2,3,0.7050756912421843,0,0,133,0,3,3.0,3,397,290.9828217353167,372,521,9,4,0,4,50,38,133,10,13,2,38,0,0,3,14,2,7,5,2,22,3,4,0,0,0,58,1,0,False,1,2013-07-01 14:29:58+02:00
1,2,3,0.7050756912421843,0,0,27,0,3,3.0,3,397,290.9828217353167,372,939,5,1,0,1,6,8,27,1,5,2,8,0,0,1,2,1,0,1,2,7,1,3,0,0,0,15,1,0,False,1,2013-07-01 14:29:58+02:00
1,2,3,0.7050756912421843,0,0,5,0,3,3.0,3,397,290.9828217353167,372,415,2,0,0,0,1,3,5,0,1,2,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,8,1,0,False,1,2013-07-01 14:29:58+02:00
1,2,3,0.7050756912421843,0,0,22,0,3,3.0,3,397,290.9828217353167,372,1037,4,1,1,0,1,11,22,1,1,6,11,0,0,0,0,0,0,2,2,1,0,0,0,0,0,6,9,0,False,1,2013-07-01 14:29:58+02:00
1,2,3,0.7050756912421843,0,0,9,0,3,3.0,3,397,290.9828217353167,372,189,3,2,1,1,2,7,9,0,1,1,7,1,1,1,0,0,0,0,0,1,0,1,0,0,0,14,1,0,False,1,2013-07-01 14:29:58+02:00
1,2,3,0.7050756912421843,0,0,9,0,3,3.0,3,397,290.9828217353167,372,1193,4,0,0,0,3,5,9,3,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,1,0,False,1,2013-07-01 14:29:58+02:00
1,2,3,0.7050756912421843,0,0,6,0,3,3.0,3,397,290.9828217353167,372,1181,3,1,0,1,2,3,6,2,0,2,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,False,1,2013-07-01 14:29:58+02:00
1,2,3,0.7050756912421843,0,0,5,0,3,3.0,3,397,290.9828217353167,372,453,1,0,0,0,1,3,5,0,1,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,8,1,0,False,0,2013-07-01 14:29:58+02:00
1,2,3,0.7050756912421843,0,0,3,0,3,3.0,3,397,290.9828217353167,372,359,3,1,1,0,1,1,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,10,0,False,1,2013-07-01 14:29:58+02:00
1,2,3,0.7050756912421843,0,0,4,0,3,3.0,3,397,290.9828217353167,372,429,2,0,0,0,1,2,4,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,False,1,2013-07-01 14:29:58+02:00
1,2,3,0.7050756912421843,0,0,3,0,3,3.0,3,397,290.9828217353167,372,1097,2,1,0,1,1,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,False,1,2013-07-01 14:29:58+02:00
1,2,3,0.7050756912421843,0,0,9,0,3,3.0,3,397,290.9828217353167,372,1207,3,0,0,0,3,8,9,1,2,2,8,0,0,0,1,0,0,3,1,3,2,1,0,0,0,13,1,0,False,1,2013-07-01 14:29:58+02:00
1,2,3,0.7050756912421843,0,0,47,0,3,3.0,3,397,290.9828217353167,372,213,9,4,2,2,9,19,47,0,7,1,19,2,2,2,2,0,2,4,1,14,4,3,0,0,0,26,1,0,False,0,2013-07-01 14:29:58+02:00
1,2,3,0.7050756912421843,0,0,3,0,3,3.0,3,397,290.9828217353167,372,1239,1,1,1,0,1,3,3,1,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,1,0,False,1,2013-07-01 14:29:58+02:00
1,2,3,0.7050756912421843,0,0,5,0,3,3.0,3,397,290.9828217353167,372,1141,3,0,0,0,1,3,5,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0,False,1,2013-07-01 14:29:58+02:00
1,2,3,0.7050756912421843,0,0,8,0,3,3.0,3,397,290.9828217353167,372,1107,3,1,1,0,2,3,8,1,1,2,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,14,1,0,False,1,2013-07-01 14:29:58+02:00
1,2,3,0.7050756912421843,0,0,9,0,3,3.0,3,397,290.9828217353167,372,143,4,2,1,1,2,3,9,1,0,1,3,0,0,0,1,0,0,1,0,1,0,2,0,0,0,10,9,0,False,1,2013-07-01 14:29:58+02:00
1,2,3,0.7050756912421843,0,0,6,0,3,3.0,3,397,290.9828217353167,372,387,2,0,0,0,1,3,6,0,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,False,1,2013-07-01 14:29:58+02:00
1,2,3,0.7050756912421843,0,0,4,0,3,3.0,3,397,290.9828217353167,372,403,2,1,1,0,1,2,4,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1,0,False,1,2013-07-01 14:29:58+02:00
1,2,3,0.7050756912421843,0,0,3,0,3,3.0,3,397,290.9828217353167,372,501,2,1,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,False,0,2013-07-01 14:29:58+02:00
1,2,3,0.7050756912421843,0,0,6,0,3,3.0,3,397,290.9828217353167,372,1155,2,1,1,0,2,7,6,1,2,2,7,0,0,0,1,0,1,2,1,2,1,0,0,0,0,15,1,0,False,1,2013-07-01 14:29:58+02:00
1,2,3,0.7050756912421843,0,0,4,0,3,3.0,3,397,290.9828217353167,372,171,3,2,1,1,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,False,1,2013-07-01 14:29:58+02:00
1,2,3,0.7050756912421843,0,0,3,0,3,3.0,3,397,290.9828217353167,372,1087,1,1,1,0,1,1,3,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,9,0,False,0,2013-07-01 14:29:58+02:00
